,0
13816,18287.559225277557
1355,-5242.9271797699585
16083,13097.490900952022
12325,7015.415169519612
14019,8272.906084985545
6076,17692.573714390823
7341,12761.015994476047
18901,12174.894267699303
15346,-16915.22719513678
16102,-14940.950644632198
18526,-6631.23749407741
9213,-7662.0282657289645
290,591.3613603843733
15468,-10264.284152765813
1712,-4132.355304591119
3511,-6756.910854289328
5090,-7182.838127713266
2998,-4715.593476105587
8589,-11702.137164986903
2112,5072.9785385341165
12221,7621.087956443001
16692,15154.353335681571
3930,-4177.537014279555
4850,-7734.4738473191355
16507,-7268.659399112632
9473,1865.5435848762818
12233,-41.92679339766437
2578,-18162.336907349694
4580,-17141.289233896183
2937,7405.584051576308
852,-5586.940467947548
18736,-8965.945223646922
9870,10590.928018173283
4980,-13914.652563822445
12446,10398.922369456799
4168,8576.718437457137
5019,1746.0094342826224
18449,19279.718437457137
3755,-21918.058793555785
2267,11387.46961875787
10132,-6988.92625876782
733,-2368.6372512191265
18521,16461.023206429858
19064,3661.4612383936123
2796,-13224.238790322981
11444,-7179.148241871899
13303,8632.935494537767
9050,9230.09445267004
6440,6140.454178319651
14034,-3776.5295714140675
15783,-5761.535625883047
9423,25402.360451947676
16660,-7985.178225781849
18822,-6161.845696706005
14063,10238.54548040393
4202,3852.0923826563594
5282,8269.654873407351
12912,-15727.25533408452
18470,-936.3034778176952
10567,-14473.25533408452
2879,-14396.20745576661
11386,-3805.2832593425783
9899,-13195.978383334354
2174,-12518.967678759302
17775,-1863.7480226188927
7780,12379.17590021632
4294,18311.602552831573
15006,-17359.79663329227
15067,4791.425520167657
13632,-7966.838127713266
7112,3289.263464052121
13733,-980.7844445823175
10818,-8332.899067012015
17281,21886.78484755828
6712,11419.104882671429
7801,-2025.9095083039192
8364,-9701.605263382895
3415,-21087.392040328763
10940,3225.6168121210612
4954,-746.5385202156176
18136,2523.637795181703
4125,-13940.181317501658
8280,-779.4771924545421
18226,14907.983038435581
7386,-827.913415405721
8157,7398.667624789097
16423,-784.1474328220174
11236,6334.124238112639
12125,-2118.292501926291
4540,7268.266168495171
1554,-6805.1365191988925
970,-11552.268468278256
7132,-11185.395872613368
3047,-16479.148748713153
12925,-2081.6285821564416
10305,13265.608080349277
3288,-4472.210508440191
11651,4632.343408179691
5259,40585.23710177577
2616,-291.99056571737765
12823,-3342.9829952329237
4032,7248.270641013991
2503,-5973.750230983333
17477,-17780.128722943315
7898,-25692.379723260092
651,-2550.2832593425783
265,-2693.8348418441383
9183,6072.636235721064
13002,7373.856280499682
3111,-1.2587406672537327e-08
8969,5878.190352701865
5385,-12346.35060554897
13648,-6811.950438796404
4848,2427.310547716337
9816,9037.660196559716
1035,-9256.996742664644
17221,-11877.10289608041
5142,-1184.1675298735436
12281,2260.3627487808735
14433,8876.066794185706
4609,13608.667624789097
18196,-4786.958869488673
10302,-5912.440747708002
12973,8999.265977912903
15220,-10784.411569100761
4128,-6611.464439045121
6399,-620.0636139898888
12222,23512.3603195544
4084,30961.19221107154
3704,18405.565545234676
16659,-8411.665352141968
2678,9224.15200633588
10041,-2295.0337292427694
11717,-2537.1907600982704
9178,-2782.6386396156267
11320,17756.0350997924
327,1737.2803902986489
17359,-6338.535625883047
8626,-5557.859842492457
11854,29860.30963927964
1272,12005.53621724536
7551,-8379.5244407353
